
TASKID,主题,价值,任务所有者,优先级,修改时间,修改者,涉及对象,关闭时间,创建时间,创建者,到期日期,增加营销活动信息,备注,微信状态,拨打状态,描述,标签,状态,行动摘要
zcrm_105530000002186585,18年春电销,无,小丁,高,2018-04-14 11:06 上午,小丁,安徽华通汽车服务有限公司蒙城分公司,2018-04-14 11:06 上午,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000002186586,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,蒙城县润发汽车维修有限公司,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002186587,18年春电销,,小丁,高,2018-04-13 06:01 下午,零克,蒙城县福天汽车销售服务有限公司汽修厂,,2018-04-13 06:01 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187301,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,蒙城县慧诚汽修有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187302,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,蒙城恒隆汽车维修有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187303,18年春电销,无,小丁,高,2018-04-14 09:24 上午,小丁,利辛县凌志进口汽车修理厂,2018-04-14 09:24 上午,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000002187304,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,黄山市屯溪区庆源汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187305,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,黄山市屯溪区凯兴汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187306,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,黄山市屯溪联合汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187307,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,黄山市平顺汽车修理有限责任公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187308,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,黄山市恒兴汽车维修服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187309,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,黄山市华荣汽车维修有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187310,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,黄山市徽州区途友汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187311,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,黄山市徽州光宏汽车修配有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187312,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,祁门县远程小汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187313,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,祁门县黎明汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187314,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,黟县快捷小汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187315,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,黄山市东昇汽车修理有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187316,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,歙县天堃汽车服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187317,18年春电销,,小丁,高,2018-04-14 09:23 上午,小丁,休宁群力汽车修理有限公司,2018-04-14 09:23 上午,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,拒绝接听,,,完成,
zcrm_105530000002187318,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,黄山市黄山区甘棠明瑞汽车服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187319,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,黄山市黄山区鹏飞汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187320,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,淮北市利宁汽车维修有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187321,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,淮北市北方汽车修理厂（普通合伙）,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187322,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,淮北安隆汽车维修服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187323,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,淮北市相山区捷豹汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187324,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,淮北市神龙汽修服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187325,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,淮北市昌盛汽车维修服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187326,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,淮北市国安汽车维修站,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187327,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,铜陵欧亚汽车维修服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187328,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,铜陵市四达汽车服务有限责任公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187329,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,铜陵市朝日汽车维修服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187330,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,铜陵市惠众汽车维修服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187331,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,铜陵盛博汽车服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187332,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,铜陵运发汽车修配有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187333,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,宣城市骋鑫汽车服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187334,18年春电销,无,小丁,高,2018-04-14 11:10 上午,小丁,宁国市合客公路运输有限公司汽车修理厂,2018-04-14 11:10 上午,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000002187335,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,宣城市宣南汽车修理有限责任公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187336,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,宣城市西郊汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187337,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,宣城市青松汽车修理厂（普通合伙）,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187338,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,安徽翔生汽车服务有限责任公司宣湖路分公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187339,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,宣城兵兵汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187340,18年春电销,,小丁,高,2018-04-14 11:12 上午,小丁,宁国市交通汽车修理有限公司,2018-04-14 11:12 上午,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,空号/错号/停机,,,完成,
zcrm_105530000002187341,18年春电销,无,小丁,高,2018-04-14 11:13 上午,小丁,宁国市利之星汽车维修有限公司,2018-04-14 11:13 上午,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,未添加,空号/错号/停机,,,完成,
zcrm_105530000002187342,18年春电销,中,小丁,高,2018-04-14 11:15 上午,小丁,宁国振琦汽车服务有限公司,2018-04-14 11:15 上午,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,已请求,空号/错号/停机,,,完成,
zcrm_105530000002187343,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,泾县杭瑞汽车服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187344,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,广德丰华汽车修理厂（普通合伙）,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187345,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,郎溪县创园汽车维修服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187346,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,郎溪县恒亿汽车服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187347,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,霍山县小汽车修配厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187348,18年春电销,无,小丁,高,2018-04-14 11:16 上午,小丁,六安市三友汽车维修服务有限责任公司,2018-04-14 11:16 上午,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,修大货车,未添加,空号/错号/停机,,,完成,
zcrm_105530000002187349,18年春电销,低,小丁,高,2018-04-14 11:24 上午,小丁,六安文峰汽车维修有限公司,2018-04-14 11:24 上午,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,已经加了QQ 660555700,未添加,空号/错号/停机,,,完成,
zcrm_105530000002187350,18年春电销,无,小丁,高,2018-04-14 11:30 上午,小丁,六安经济开发区鲍远兵汽车修理部,2018-04-14 11:30 上午,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,卖轮胎,未添加,空号/错号/停机,,,完成,
zcrm_105530000002187351,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,霍山县盛德汽车服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187352,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,霍山县奥斯卡汽车服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187353,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,霍邱县天朝汽车服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187354,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,金寨县天马小汽车修配厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187355,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,舒城县震大汽车销售有限责任公司汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187356,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,舒城县众诚汽车维修中心（普通合伙）,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187357,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,池州便捷汽车维修服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187358,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,池州市恒通汽车服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187359,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,池州市奔达汽车维修中心,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187360,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,池州杰达青峰汽车维修服务有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187361,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,池州市九华山风景区昌达汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187362,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,池州交通悦达汽车修理有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187363,18年春电销,,小丁,高,2018-04-14 02:25 下午,小丁,东至县顺达汽修有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,未接听/正在通话/对方忙/信号差,,,未启动,
zcrm_105530000002187364,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,池州车之居汽车修理有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187365,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,石台县仁里镇护航汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187366,18年春电销,,小丁,高,2018-04-14 02:26 下午,小丁,安徽护航汽车服务（集团）有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,未接听/正在通话/对方忙/信号差,,,未启动,
zcrm_105530000002187367,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,泾源县百顺汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187368,18年春电销,无,小丁,高,2018-04-14 02:27 下午,小丁,大通县红光汽车修理厂,2018-04-14 02:27 下午,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000002187369,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,芜湖市晨峰汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187370,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,田家庵区胜达汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187371,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,田家庵区舜南汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187372,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,芜湖市运平汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187373,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,合肥宝祥汽车维修技术服务中心,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187374,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,当涂县华安汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187375,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,马鞍山市俊杰汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187376,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,蚌埠市奔腾汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187377,18年春电销,无,小丁,高,2018-04-14 02:35 下午,小丁,合肥汇盛通汽车维修服务有限公司,2018-04-14 02:35 下午,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,未添加,拒绝沟通,,,完成,
zcrm_105530000002187378,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,肥东县利通汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187379,18年春电销,无,小丁,高,2018-04-14 02:37 下午,小丁,合肥圣发汽车维修服务有限公司,2018-04-14 02:37 下午,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,未添加,有效沟通,,,完成,
zcrm_105530000002187380,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,淮南市三邦汽车修理有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187381,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,当涂县黄华汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187382,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,马鞍山市众明汽车维修有限公司,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187383,18年春电销,低,小丁,高,2018-04-14 02:39 下午,小丁,合肥瑶海区凯乐汽车修理厂,2018-04-14 02:39 下午,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000002187384,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,寿光市张龙汽车维修部,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187385,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,合肥市蜀山区海军汽车修理厂,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002187386,18年春电销,,小丁,高,2018-04-13 06:02 下午,零克,宣城市小杨汽车维修部,,2018-04-13 06:02 下午,零克,2018-04-13,电话营销,,,,,,未启动,
